id,product,price,college,Sub Category,rating,stock,is_out_of_stock,views_count,wishlist_count,add_to_cart_count,buyers_count,discount_pct,final_price,price_range_category,stock_range,seasonality,effective_price,cart_to_view_ratio,wishlist_to_view_ratio,image
8316,Rulers Kit for engineering,90,engineering,Rulers,3.4,15,0,188,8,24,8,24,63.72,Medium,Medium,Spring,68.4,0.126984127,0.042328042,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8317,rotary files ,12000,faculty of dentistry,chemical tools,4.1,15,0,187,6,15,9,2.2,10128,High,Medium,Summer,11736,0.079787234,0.031914894,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8318,KeepSmiling Pastel and Charcoal Blenders No.0071.6 - 6 Pcs,45,arts;architecture;engineering,Art Supplies,2.9,13,0,210,11,14,3,28,34.065,Medium,Medium,Summer,32.4,0.066350711,0.052132701,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8319,Slide case,3,faculty of agriculture,microscopy supplies,3.1,16,0,177,13,17,2,16.4,2.535,Low,Medium,Autumn,2.508,0.095505618,0.073033708,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8320,Templates Kit for arts;architecture;engineering,130,arts;architecture;engineering,Templates,2,26,0,171,14,12,3,16,100.36,High,Medium,Summer,109.2,0.069767442,0.081395349,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8321,Templates Kit for engineering,60,engineering,Templates,2.5,21,0,174,17,12,3,25.1,47.1,Medium,Medium,Summer,44.94,0.068571429,0.097142857,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8322,Rulers Kit for engineering,50,engineering,Rulers,4.9,17,0,212,10,24,5,9.2,49.8,Medium,Medium,Summer,45.4,0.112676056,0.046948357,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8323,Matou 12 ml Fabric Colors Set No.1373 - 12 Colors,58,arts;architecture;engineering,Colors,4.7,19,0,186,11,16,5,19.7,49.88,Medium,Medium,Winter,46.574,0.085561497,0.058823529,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8324,Burette,90,laboratory  tools,liquid handling,3.5,17,0,201,10,21,6,9.5,78.57,Medium,Medium,Spring,81.45,0.103960396,0.04950495,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8325,KeepSmiling High Quality Artist Brush Set with Different Sizes - 6 Pcs,264,arts;architecture;engineering,Brushes,4.7,15,0,206,11,21,8,22.8,185.856,High,Medium,Spring,203.808,0.101449275,0.053140097,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8326,Rulers Kit for architecture;engineering - arts,59,architecture;engineering - arts,Rulers,3.4,19,0,167,11,13,4,13,44.427,Medium,Medium,Summer,51.33,0.077380952,0.06547619,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8327,Green acrstone ,85,faculty of dentistry,chemical tools,3.3,22,0,197,13,18,10,5.6,73.78,Medium,Medium,Summer,80.24,0.090909091,0.065656566,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8328,10m Pipette,6.5,laboratory  tools,liquid handling,3.5,17,0,192,4,13,5,27.3,6.149,Low,Medium,Winter,4.7255,0.067357513,0.020725389,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8329,spreaders ,65,faculty of dentistry,chemical tools,3.4,25,0,170,13,16,5,22.6,46.8,Medium,Medium,Summer,50.31,0.093567251,0.076023392,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8330,Elecrticity Plastic Drawing Template No.8125,32.25,arts;architecture;engineering,Templates,3.3,18,0,181,12,14,4,0.4,28.3155,Low,Low,Spring,32.121,0.076923077,0.065934066,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8331,Rulers Kit for architecture;engineering,72.4,architecture;engineering,Rulers,4.4,14,0,216,13,16,7,1.9,53.1416,Medium,Medium,Autumn,71.0244,0.073732719,0.059907834,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8332,Dong-A Dooly The Little Dinosaur 10 ml Poster Colors - 12 Colors,82,arts;architecture;engineering,Colors,3.6,14,0,202,13,18,7,11.4,80.852,Medium,Medium,Spring,72.652,0.088669951,0.064039409,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8333,No.1 Colored Spray Paint - 400 ml,26,arts;architecture;engineering,Art Supplies,4,28,0,196,10,9,3,23.4,21.528,Low,Medium,Autumn,19.916,0.045685279,0.050761421,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8334,Art Nation Fabric Paint Color Set 15 ml No.FAC1215 - 12 Colors,247,arts;architecture;engineering,Colors,4.3,19,0,205,13,23,5,8.3,233.909,High,Medium,Summer,226.499,0.111650485,0.063106796,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8335,High Qaulity Single Painting Brush - 3 cm,35,arts;architecture;engineering,Brushes,3.8,24,0,213,11,17,5,29.7,26.005,Low,Medium,Summer,24.605,0.079439252,0.051401869,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8336,manual files(15_40)(45-80) ,45,faculty of dentistry,chemical tools,2.8,23,0,193,10,21,8,27.6,44.145,Medium,Medium,Autumn,32.58,0.108247423,0.051546392,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8337,manual files(15_40)(45-80) ,45,faculty of dentistry,chemical tools,2.5,27,0,221,8,26,9,25.9,44.145,Medium,Medium,Autumn,33.345,0.117117117,0.036036036,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8338,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,3.6,20,0,204,13,26,12,0.3,65.995,Medium,Medium,Summer,66.799,0.126829268,0.063414634,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8339, Beaker 250m,5,laboratory  tools,glassware,3.4,20,0,182,13,19,8,28.9,4.485,Low,Medium,Autumn,3.555,0.103825137,0.071038251,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8340,Rulers Kit for engineering,90,engineering,Rulers,3.6,17,0,213,17,25,7,17.7,63.72,Medium,Medium,Spring,74.07,0.11682243,0.079439252,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8341,Templates Kit for arts;architecture;engineering,130,arts;architecture;engineering,Templates,3.5,19,0,205,7,20,5,17.7,100.36,High,Medium,Summer,106.99,0.097087379,0.033980583,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8342,Rulers Kit for engineering,145,engineering,Rulers,5,14,0,184,7,18,3,3,120.93,High,Medium,Winter,140.65,0.097297297,0.037837838,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8343,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,2.5,27,0,186,11,19,5,18.3,57.218,Medium,Medium,Autumn,54.739,0.101604278,0.058823529,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8344,Slide box,25,faculty of agriculture,microscopy supplies,2,23,0,204,14,22,5,15.9,18.975,Low,Medium,Winter,21.025,0.107317073,0.068292683,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8345,Rulers Kit for engineering,180,engineering,Rulers,3.7,19,0,221,13,24,3,16.2,158.04,High,Medium,Winter,150.84,0.108108108,0.058558559,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8346,KeepSmiling Art Works Artist Canvas 280 gm Size 20*25 cm,48,arts;architecture;engineering,Canvas,3.2,21,0,188,9,22,4,5.7,35.664,Medium,Medium,Summer,45.264,0.116402116,0.047619048,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8347,Cokai Plastic Interior Finish Template No.KJ-016,200,arts;architecture;engineering,Templates,3.7,21,0,212,12,22,6,16.3,188.4,High,Medium,Spring,167.4,0.103286385,0.056338028,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8348,Art Supplies Kit for arts,270,arts,Art Supplies,3.9,17,0,190,5,24,10,2.2,231.39,High,Medium,Autumn,264.06,0.12565445,0.02617801,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8349,Maries Premium Quality Master Pastel Colors Set - 12 Colors,10,arts;architecture;engineering,Colors,4.5,24,0,199,11,22,6,0.6,8.07,Low,Medium,Autumn,9.94,0.11,0.055,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8350,microbrush ,200,faculty of dentistry,cleaning tools,2.4,20,0,198,3,26,7,6.4,198.2,High,Medium,Autumn,187.2,0.130653266,0.015075377,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8351,Art Rangers Acrylic Marker 60 ml No.86060,139,arts;architecture;engineering,Colors,3.1,22,0,200,5,23,6,24.1,119.957,High,Medium,Winter,105.501,0.114427861,0.024875622,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8352,Matloub High Quality Double Sided Carving Tools Set - 6 Pcs,35,arts;architecture;engineering,Sculpture,3.8,12,0,231,14,26,7,18.1,31.15,Medium,Medium,Autumn,28.665,0.112068966,0.060344828,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8353,K-MAX 12 Color Artist Palette with a Brush No.1223 - Small Size,22.5,arts;architecture;engineering,Color Pallets,4.1,20,0,199,10,24,8,26.8,17.145,Low,Medium,Summer,16.47,0.12,0.05,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8354,twisted thermometer,25,faculty of nursing,chemical tools,5,21,0,186,5,20,6,11.7,22.75,Low,Medium,Autumn,22.075,0.106951872,0.026737968,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970641/43339_l3ncbo.jpg
8355,M&G 30 ml Acrylic Color Set No.APLN6597 - 6 Colors,268,arts;architecture;engineering,Colors,4.2,16,0,180,9,14,4,10.5,221.1,High,Medium,Autumn,239.86,0.077348066,0.049723757,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8356,KeepSmiling High Quality Painting Gloves Different Sizes No.0352,10,arts;architecture;engineering,Art Supplies,3.5,13,0,209,6,15,7,21,9.96,Low,Medium,Spring,7.9,0.071428571,0.028571429,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8357,Templates Kit for engineering,50,engineering,Templates,2.8,23,0,200,9,18,4,12.2,48,Medium,Medium,Winter,43.9,0.089552239,0.044776119,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8358,Canson 2 Triangles 45 - 30 Set,225,arts;architecture;engineering,Art Supplies,3.1,20,0,214,8,25,10,11.4,161.55,High,Medium,Autumn,199.35,0.11627907,0.037209302,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8359,Rulers Kit for arts;architecture;engineering,30,arts;architecture;engineering,Rulers,3.1,20,0,219,8,13,4,14,27.93,Low,Medium,Spring,25.8,0.059090909,0.036363636,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8360,AG Colorful Water Color Set 16 Color With 1 brushe No.201623,101,arts;architecture;engineering,Colors,4,22,0,179,6,14,4,3.4,89.991,High,Medium,Summer,97.566,0.077777778,0.033333333,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8361,K-MAX Double Sided Carving Set No.A6232 - 5 Pcs,173,arts;architecture;engineering,Sculpture,3.7,21,0,185,8,13,1,6.1,137.708,High,Medium,Autumn,162.447,0.069892473,0.043010753,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8362,M&G High Quality Acrylic Pen Marker 2.0 mm - Different Colors,27,arts;architecture;engineering,Colors,2.5,24,0,199,6,13,6,18.1,25.218,Low,Medium,Spring,22.113,0.065,0.03,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8363,nursing scissors ,55,faculty of nursing,dissection tools,3.2,26,0,207,10,24,6,18.3,46.2,Medium,Medium,Summer,44.935,0.115384615,0.048076923,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970641/43339_l3ncbo.jpg
8364,Rulers Kit for arts;architecture;engineering,28.5,arts;architecture;engineering,Rulers,4.2,25,0,194,9,17,6,17.7,20.6625,Low,Medium,Winter,23.4555,0.087179487,0.046153846,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8365,AG Colorful Water Color Set 16 Color With 1 brushe No.201623,101,arts;architecture;engineering,Colors,3.8,26,0,181,12,20,8,6,89.991,High,Medium,Summer,94.94,0.10989011,0.065934066,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8366,Rulers Kit for engineering,10,engineering,Rulers,3.9,23,0,211,13,16,5,13.1,8.01,Low,Medium,Summer,8.69,0.075471698,0.061320755,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8367,x-ray kit ,300,faculty of dentistry,chemical tools,3.8,22,0,178,12,17,6,27.6,218.4,High,Medium,Spring,217.2,0.094972067,0.067039106,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8368,Uni Pin Fine Line Pigment Ink Pen with Different Sizes,41.6,arts;architecture;engineering,Pencils and Pens,4.7,15,0,191,9,14,3,25.8,38.9792,Medium,Medium,Summer,30.8672,0.072916667,0.046875,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8369,KeepSmiling Artist Wide Painting Brush Size.2.5 No.MK-61,49,arts;architecture;engineering,Brushes,3.7,17,0,178,7,8,3,16.7,44.296,Medium,Low,Autumn,40.817,0.044692737,0.039106145,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8370,6-eye rack,10,faculty of agriculture,storage equipment,3.2,23,0,177,8,19,6,27,7.86,Low,Medium,Winter,7.3,0.106741573,0.04494382,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8371,Bomega 6 ml Glass Colors Set No.B9106GL - 12 Colors,357,arts;architecture;engineering,Colors,2.8,20,0,210,12,21,6,20.3,300.237,High,Medium,Spring,284.529,0.099526066,0.056872038,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8372,Art Nation Glass Paint Color Set 15 ml No.GAS0615 - 6 Colors,89.5,arts;architecture;engineering,Colors,3.7,20,0,192,10,18,6,12.4,66.946,Medium,High,Summer,78.402,0.093264249,0.051813472,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8373,Art Supplies Kit for arts,80,arts,Art Supplies,1.7,13,0,190,10,13,3,23.3,62.48,Medium,Medium,Spring,61.36,0.068062827,0.052356021,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8374,beaker 50,90,faculty of agriculture,glassware,3.4,18,0,216,12,22,7,9.1,89.55,High,Medium,Autumn,81.81,0.101382488,0.055299539,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8375,Pencils And Pens Kit for engineering,390,engineering,Pencils and Pens,3.3,21,0,198,14,23,8,25.6,286.26,High,Medium,Winter,290.16,0.115577889,0.070351759,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8376,Sealer adseal ,40,faculty of dentistry,chemical tools,2.5,24,0,197,15,14,4,9.9,30.96,Medium,Medium,Autumn,36.04,0.070707071,0.075757576,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8377,Rulers Kit for engineering,55,engineering,Rulers,2.8,15,0,218,14,21,5,23.8,40.755,Medium,Medium,Summer,41.91,0.095890411,0.063926941,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8378,heater ,250,faculty of dentistry,storage equipment,4.1,22,0,193,5,17,7,8.4,190.25,High,Medium,Winter,229,0.087628866,0.025773196,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8379,rotary files ,12000,faculty of dentistry,chemical tools,3.7,16,0,197,17,25,9,27.5,10128,High,Medium,Summer,8700,0.126262626,0.085858586,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8380,Rulers Kit for engineering,520,engineering,Rulers,3.6,22,0,197,11,17,2,5.5,399.88,High,Medium,Winter,491.4,0.085858586,0.055555556,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8381,No.1 Colored Spray Paint - 400 ml,96,arts;architecture;engineering,Art Supplies,3.7,19,0,186,11,25,7,21.6,79.008,Medium,Medium,Winter,75.264,0.13368984,0.058823529,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8382,Dissecting pins,3,faculty of agriculture,glassware,3.6,20,0,185,4,22,4,12.3,2.196,Low,Medium,Spring,2.631,0.11827957,0.021505376,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8383,low speed handpiece ,1950,faculty of dentistry,chemical tools,4.4,20,0,175,8,13,3,0.6,1912.95,High,Medium,Summer,1938.3,0.073863636,0.045454545,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8384,Templates Kit for arts;architecture;engineering,210,arts;architecture;engineering,Templates,3.6,16,0,201,11,20,6,10,209.79,High,Medium,Summer,189,0.099009901,0.054455446,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8385,slides cover,25,plant anatomy,microscopy supplies,2.4,18,0,194,8,21,4,6.1,23.55,Low,Medium,Autumn,23.475,0.107692308,0.041025641,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969356/Pngtree_soybean_plant_that_can_be_15753700_hesoc5.png
8386,Art Supplies Kit for arts,136.25,arts,Art Supplies,4.7,9,0,194,6,20,6,16.7,115.13125,High,Medium,Summer,113.49625,0.102564103,0.030769231,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8387,Pencils And Pens Kit for arts;architecture;engineering,46.75,arts;architecture;engineering,Pencils and Pens,3.8,26,0,193,10,21,7,7.8,46.23575,Medium,Medium,Winter,43.1035,0.108247423,0.051546392,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8388,Xin Bowen Fine Artist Canvas 280 gm Size 35*50 cm,50,arts;architecture;engineering,Canvas,3.1,18,0,224,11,21,6,2.2,43.15,Medium,Medium,Winter,48.9,0.093333333,0.048888889,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8389,KeepSmiling High Quality Painting Gloves Different Sizes No.0352,10,arts;architecture;engineering,Art Supplies,2.6,20,0,208,5,27,6,28.6,9.96,Low,Medium,Spring,7.14,0.129186603,0.023923445,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8390, Cylinder 100ml,45,laboratory  tools,glassware,3.8,15,0,188,9,16,4,25.4,38.25,Medium,Medium,Autumn,33.57,0.084656085,0.047619048,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8391,Pencils And Pens Kit for arts;architecture;engineering,46.75,arts;architecture;engineering,Pencils and Pens,3.4,15,0,194,6,14,5,1.4,46.23575,Medium,Medium,Winter,46.0955,0.071794872,0.030769231,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8392,simple hinge ,40,faculty of dentistry,chemical tools,4.7,22,0,179,8,26,11,8.1,38.44,Medium,Medium,Summer,36.76,0.144444444,0.044444444,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8393,retraction cord(1-0-00-000) ,105,faculty of dentistry,chemical tools,3.2,23,0,201,8,22,7,18.9,93.975,High,Medium,Spring,85.155,0.108910891,0.03960396,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8394,Art Nation Fabric Paint Color Set 15 ml No.FAC1215 - 12 Colors,247,arts;architecture;engineering,Colors,2.9,24,0,193,16,21,9,9.6,233.909,High,Medium,Summer,223.288,0.108247423,0.082474227,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8395,Dissection kit,5,faculty of agriculture,dissection tools,4.2,19,0,211,5,25,13,8.5,3.62,Low,Medium,Autumn,4.575,0.117924528,0.023584906,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8396,Pencils And Pens Kit for arts,90,arts,Pencils and Pens,4.2,19,0,200,10,19,6,17.9,73.08,Medium,Medium,Spring,73.89,0.094527363,0.049751244,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8397,Pan Wen Bo Abstract Expression Brush No.MK.18.1 - 25 mm,47.5,arts;architecture;engineering,Brushes,3.6,23,0,216,8,20,4,5.8,45.3625,Medium,Medium,Winter,44.745,0.092165899,0.036866359,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8398,Corot Golden Art Foil Size A4 Size - 3 Pcs,180,arts;architecture;engineering,Art Supplies,4,17,0,231,10,31,12,19.5,136.98,High,Medium,Summer,144.9,0.13362069,0.043103448,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8399,Rulers Kit for engineering,1200,engineering,Rulers,3.5,18,0,189,7,18,8,2.7,866.4,High,Medium,Autumn,1167.6,0.094736842,0.036842105,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8400,gloves,2,animal dissection,safety equipment,3.7,18,0,185,18,13,6,9.7,1.902,Low,Medium,Summer,1.806,0.069892473,0.096774194,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970508/0b0bc3d9-9235-4aff-8804-2d00d7e0717d_tzxsza.jpg
8401,Rotring Fabric Art Board Bag Size 35*50,138,arts;architecture;engineering,Art Boards and Bags,4.4,19,0,195,5,17,8,3.5,135.102,High,Medium,Autumn,133.17,0.086734694,0.025510204,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8402,Rulers Kit for engineering,85,engineering,Rulers,4,19,0,203,10,25,6,8.9,69.615,Medium,Medium,Winter,77.435,0.12254902,0.049019608,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8403,Micro Poster Colors 15 ml - 12 Colors,188,arts;architecture;engineering,Colors,3.4,14,0,209,11,15,4,20.5,158.484,High,Medium,Winter,149.46,0.071428571,0.052380952,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8404,Rulers Kit for engineering,20,engineering,Rulers,4.5,27,0,200,12,22,8,22.9,14.92,Low,Medium,Winter,15.42,0.109452736,0.059701493,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8405,KeepSmiling High Quality Artist Brush Set with Different Sizes - 6 Pcs,264,arts;architecture;engineering,Brushes,1.7,20,0,190,10,16,5,4.4,185.856,High,Medium,Spring,252.384,0.083769634,0.052356021,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8406,Rulers Kit for arts;architecture;engineering,80,arts;architecture;engineering,Rulers,5,27,0,190,7,22,9,22.4,73.28,Medium,Medium,Spring,62.08,0.115183246,0.036649215,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8407,Bomega 6 ml Glass Colors Set No.B9106GL - 12 Colors,357,arts;architecture;engineering,Colors,2.2,21,0,198,11,20,5,2.5,300.237,High,Medium,Spring,348.075,0.100502513,0.055276382,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8408,Slide storage box,35,faculty of agriculture,microscopy supplies,3,23,0,223,18,24,8,6.5,27.265,Low,Medium,Winter,32.725,0.107142857,0.080357143,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8409,High Qaulity Single Painting Brush - 2 cm,82,arts;architecture;engineering,Brushes,3.5,13,0,203,13,17,8,15,63.96,Medium,Medium,Winter,69.7,0.083333333,0.06372549,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8410,MBGI-WAP Basics 12 ml Oil Colors Set No.EO1212C-2 - 12 Colors,72,arts;architecture;engineering,Colors,3.4,25,0,193,9,15,3,29.1,63.72,Medium,Medium,Winter,51.048,0.077319588,0.046391753,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8411,M&G High Quality Acrylic Pen Marker 2.0 mm - Different Colors,20,arts;architecture;engineering,Colors,4.3,26,0,193,9,13,3,29.2,16.26,Low,Medium,Spring,14.16,0.067010309,0.046391753,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8412,KeepSmiling Medium Charcoal Pencil No.10120,89,arts;architecture;engineering,Pencils and Pens,2.7,17,0,180,6,22,6,14.4,69.776,Medium,Medium,Winter,76.184,0.121546961,0.033149171,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8413,High Qaulity Single Painting Brush - 5 cm,34,arts;architecture;engineering,Brushes,3.7,22,0,210,11,23,4,24.1,32.572,Medium,Medium,Winter,25.806,0.109004739,0.052132701,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8414,KeepSmiling Chisel Tip Artist Brush Set No.A6060X - 12 Pcs,95,arts;architecture;engineering,Brushes,3.1,24,0,185,7,16,3,16.6,81.225,Medium,Medium,Summer,79.23,0.086021505,0.037634409,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
